category,creator,lang,flavour,bytes,date,file
other,granbluefantasy,en,all_nopic,52428800,2021-03,granbluefantasy_en_all_nopic_2021-03.zim
other,hamichlol,he,all_maxi,6335076762,2021-02,hamichlol_he_all_maxi_2021-02.zim
other,hamichlol,he,all_nopic,1610612736,2021-02,hamichlol_he_all_nopic_2021-02.zim
other,hitchwiki,en,all_maxi,16777216,2023-01,hitchwiki_en_all_maxi_2023-01.zim
other,hitchwiki,en,all_nopic,10485760,2023-01,hitchwiki_en_all_nopic_2023-01.zim
other,ibanezwiki,en,all_maxi,161480704,2024-06,ibanezwiki_en_all_maxi_2024-06.zim
other,inciclopedia,es,all,1073741824,2025-07,inciclopedia_es_all_2025-07.zim
other,installgentoo,en,all_maxi,9437184,2019-09,installgentoo_en_all_maxi_2019-09.zim
other,installgentoo,en,all_nopic,2097152,2019-09,installgentoo_en_all_nopic_2019-09.zim
other,khanacademy,en,all,180388626432,2023-03,khanacademy_en_all_2023-03.zim
other,khanacademy,es,all,161061273600,2023-04,khanacademy_es_all_2023-03.zim
other,khanacademy,fr,all,100931731456,2023-03,khanacademy_fr_all_2023-03.zim
other,klexikon,de,all_maxi,150994944,2026-05,klexikon_de_all_maxi_2026-05.zim
other,klexikon,de,all_nopic,9856614,2026-05,klexikon_de_all_nopic_2026-05.zim
other,kochwiki.org,de,all_maxi,69206016,2026-07,kochwiki.org_de_all_maxi_2026-07.zim
other,kochwiki.org,de,all_nopic,20971520,2026-07,kochwiki.org_de_all_nopic_2026-07.zim
other,les-fondamentaux,fr,all,95420416,2026-05,les-fondamentaux_fr_all_2026-05.zim
other,librepathology,en,all_maxi,55574528,2026-06,librepathology_en_all_maxi_2026-06.zim
other,lilote,fr,fo,727711744,2023-10,lilote_fr_fo_2023-04.zim
other,litterature-audio-poetry,fr,all,185597952,2025-06,litterature-audio-poetry_fr_2025-06.zim
other,maitre,de,lucas_compter_audela_20_fr,367001600,2023-05,maitre_lucas_compter_audela_de_20_fr_2023-05.zim
other,maitre,de,lucas_dictees_nombres_fr,545259520,2023-05,maitre_lucas_dictees_de_nombres_fr_2023-05.zim
other,maitre,de,lucas_labyrinthe_calculs_fr,11534336,2023-05,maitre_lucas_labyrinthe_de_calculs_fr_2023-05.zim
other,maitre,des,lucas_confusion_lettres_fr,6920602,2023-05,maitre_lucas_confusion_des_lettres_fr_2023-05.zim
other,maitre,et,lucas_calculs_coloriages_magiques_fr,15728640,2023-05,maitre_lucas_calculs_et_coloriages_magiques_fr_2023-05.zim
other,maitre,et,lucas_comparer_ranger_fr,267386880,2023-05,maitre_lucas_comparer_et_ranger_fr_2023-05.zim
other,maitre,et,lucas_double_moitie_fr,220200960,2023-05,maitre_lucas_double_et_moitie_fr_2023-05.zim
other,maitre,et,lucas_grandeur_mesures_fr,1610612736,2023-05,maitre_lucas_grandeur_et_mesures_fr_2023-05.zim
other,maitre,fr,lucas_additions,692060160,2023-05,maitre_lucas_additions_fr_2023-05.zim
other,maitre,fr,lucas_additions_20,144703488,2023-05,maitre_lucas_additions_20_fr_2023-05.zim
other,maitre,fr,lucas_alimentation,1503238554,2023-05,maitre_lucas_alimentation_fr_2023-05.zim
other,maitre,fr,lucas_apprendre_a_dessiner,6291456,2023-05,maitre_lucas_apprendre_a_dessiner_fr_2023-05.zim
other,maitre,fr,lucas_calcul_decimaux,668991488,2023-05,maitre_lucas_calcul_decimaux_fr_2023-05.zim
other,maitre,fr,lucas_calcul_mental,132120576,2023-05,maitre_lucas_calcul_mental_fr_2023-05.zim
other,maitre,fr,lucas_comparer_nombres_100,6186598,2023-05,maitre_lucas_comparer_nombres_100_fr_2023-05.zim
other,maitre,fr,lucas_completer_algorithmes,7444890,2023-05,maitre_lucas_completer_algorithmes_fr_2023-05.zim
other,maitre,fr,lucas_compter_jusque_10,84934656,2023-05,maitre_lucas_compter_jusque_10_fr_2023-05.zim
other,maitre,fr,lucas_compter_jusque_20,174063616,2023-05,maitre_lucas_compter_jusque_20_fr_2023-05.zim
other,maitre,fr,lucas_compter_jusque_5,111149056,2023-05,maitre_lucas_compter_jusque_5_fr_2023-05.zim
other,maitre,fr,lucas_conjugaison,673185792,2023-05,maitre_lucas_conjugaison_fr_2023-05.zim
other,maitre,fr,lucas_corps_humain,1610612736,2023-05,maitre_lucas_corps_humain_fr_2023-05.zim
other,maitre,fr,lucas_developpement,1825361101,2023-05,maitre_lucas_developpement_fr_2023-05.zim
other,maitre,fr,lucas_dictees,571473920,2023-05,maitre_lucas_dictees_fr_2023-05.zim
other,maitre,fr,lucas_divisions,745537536,2023-05,maitre_lucas_divisions_fr_2023-05.zim
other,maitre,fr,lucas_ecriture,1395864371,2023-05,maitre_lucas_ecriture_fr_2023-05.zim
other,maitre,fr,lucas_enigmes,5872026,2023-05,maitre_lucas_enigmes_fr_2023-05.zim
other,maitre,fr,lucas_enseignement_civique,1073741824,2023-05,maitre_lucas_enseignement_civique_fr_2023-05.zim
other,maitre,fr,lucas_espace_geometrie,149946368,2023-05,maitre_lucas_espace_geometrie_fr_2023-05.zim
other,maitre,fr,lucas_fractions,10485760,2023-05,maitre_lucas_fractions_fr_2023-05.zim
other,maitre,fr,lucas_grammaire,11534336,2023-05,maitre_lucas_grammaire_fr_2023-05.zim
other,maitre,fr,lucas_lecture,103809024,2023-05,maitre_lucas_lecture_fr_2023-05.zim
other,maitre,fr,lucas_planete_terre,2576980378,2023-05,maitre_lucas_planete_terre_fr_2023-05.zim
other,maitre,les,lucas_completer_mots_fr,6501171,2023-05,maitre_lucas_completer_les_mots_fr_2023-05.zim
other,maitre,par,lucas_compter_intervalles_fr,6501171,2023-05,maitre_lucas_compter_par_intervalles_fr_2023-05.zim
other,marefa,ar,all,66571993088,2026-04,marefa_ar_all_2026-03.zim
other,mdwiki,en,all,10737418240,2025-11,mdwiki_en_all_2025-11.zim
other,mdwiki,en,all_maxi,2254857830,2025-11,mdwiki_en_all_maxi_2025-11.zim
other,media-eleda.ouvaton.org,fr,offline,15728640,2023-03,media-eleda.ouvaton.org_fr_offline_2020-05.zim
other,mediawiki,en,all,6871947674,2023-07,mediawiki_en_all_2023-07.zim
other,metakgp,en,all_maxi,7654605,2026-01,metakgp_en_all_maxi_2026-01.zim
other,metakgp,en,all_nopic,4823450,2026-01,metakgp_en_all_nopic_2026-01.zim
other,minecraftwiki,en,all_maxi,1288490189,2026-05,minecraftwiki_en_all_maxi_2026-05.zim
other,moldova-ministry-education,ron,clasa1,138412032,2024-06,moldova-ministry-education_ron_clasa1_2024-06.zim
other,moldova-ministry-education,ron,clasa2,531628032,2024-06,moldova-ministry-education_ron_clasa2_2024-06.zim
other,moldova-ministry-education,ron,clasa3,202375168,2024-06,moldova-ministry-education_ron_clasa3_2024-06.zim
other,moldova-ministry-education,ron,clasa4,185597952,2024-06,moldova-ministry-education_ron_clasa4_2024-06.zim
other,moldova-ministry-education,ron,clasa5,1503238554,2024-06,moldova-ministry-education_ron_clasa5_2024-06.zim
other,moldova-ministry-education,ron,clasa6,625999872,2024-06,moldova-ministry-education_ron_clasa6_2024-06.zim
other,moldova-ministry-education,ron,clasa7,288358400,2024-06,moldova-ministry-education_ron_clasa7_2024-06.zim
other,moldova-ministry-education,ron,clasa8,178257920,2024-06,moldova-ministry-education_ron_clasa8_2024-06.zim
other,moldova-ministry-education,ron,clasa9,355467264,2024-06,moldova-ministry-education_ron_clasa9_2024-06.zim
other,neos-wiki,en,all_maxi,17825792,2023-01,neos-wiki_en_all_maxi_2023-01.zim
other,neos-wiki,en,all_nopic,9332326,2023-01,neos-wiki_en_all_nopic_2023-01.zim
other,openstreetmap-wiki,en,all_maxi,1288490189,2026-07,openstreetmap-wiki_en_all_maxi_2026-07.zim
other,openstreetmap-wiki,en,all_nopic,478150656,2026-07,openstreetmap-wiki_en_all_nopic_2026-07.zim
other,openzim,en,all_maxi,3250586,2026-05,openzim_en_all_maxi_2026-05.zim
other,openzim,en,all_nopic,3145728,2026-05,openzim_en_all_nopic_2026-05.zim
other,pg3d,en,all_maxi,67108864,2026-07,pg3d_en_all_maxi_2026-07.zim
other,plume-app.co,fr,all,7654605,2023-02,plume-app.co_fr_all_2022-01.zim
other,pokemonwiki,en,all_maxi,846200832,2024-06,pokemonwiki_en_all_maxi_2024-06.zim
other,pokepedia,fr,all_maxi,2469606195,2026-04,pokepedia_fr_all_maxi_2026-04.zim
other,pokepedia,fr,all_nopic,170917888,2026-04,pokepedia_fr_all_nopic_2026-04.zim
other,pokewiki,de,all_maxi,1825361101,2021-03,pokewiki_de_all_maxi_2021-03.zim
other,postmarketos,en,all_maxi,29360128,2026-04,postmarketos_en_all_maxi_2026-04.zim
other,proofwiki,en,all_maxi,103809024,2026-04,proofwiki_en_all_maxi_2026-04.zim
other,proofwiki,en,all_nopic,93323264,2026-04,proofwiki_en_all_nopic_2026-04.zim
other,prunelle,en,budding-authors,307232768,2025-02,prunelle_en_budding-authors_2025-02.zim
other,prunelle,en,draw-your-african-story,42991616,2025-02,prunelle_en_draw-your-african-story_2025-02.zim
other,prunelle,en,interactive-books,376438784,2025-02,prunelle_en_interactive-books_2025-02.zim
other,prunelle,fr,auteurs-en-herbe,622854144,2025-02,prunelle_fr_auteurs-en-herbe_2025-02.zim
other,prunelle,fr,contes-africains,62914560,2025-02,prunelle_fr_contes-africains_2025-02.zim
other,prunelle,fr,livres-interactifs,1503238554,2025-02,prunelle_fr_livres-interactifs_2025-02.zim
other,psiram,de,all_maxi,187695104,2026-05,psiram_de_all_maxi_2026-05.zim
other,psiram,en,all_maxi,4718592,2026-05,psiram_en_all_maxi_2026-05.zim
other,psiram,fr,all_maxi,296747008,2026-05,psiram_fr_all_maxi_2026-05.zim
other,python-class-vc,zh,all,7235174,2026-02,python-class-vc_zh_all_2026-02.zim
other,rationalwiki,en,all_maxi,249561088,2025-05,rationalwiki_en_all_maxi_2025-05.zim
other,rationalwiki,en,all_nopic,83886080,2025-05,rationalwiki_en_all_nopic_2025-05.zim
other,restarters,en,all_maxi,17825792,2026-04,restarters_en_all_maxi_2026-04.zim
other,rimworldwiki,en,all_maxi,63963136,2026-05,rimworldwiki_en_all_maxi_2026-05.zim
other,riskofrain2,en,all_maxi,72351744,2026-05,riskofrain2_en_all_maxi_2026-05.zim
other,scoutwiki,en,all_maxi_2026-07a,25165824,2026-07,scoutwiki_en_all_maxi_2026-07a.zim
other,scratch-wiki,fr,all_maxi,2621440,2021-02,scratch-wiki_fr_all_maxi_2021-02.zim
other,scratch-wiki,fr,all_nopic,1992294,2021-02,scratch-wiki_fr_all_nopic_2021-02.zim
other,skin-of-color-society,en,all,1181116006,2026-05,skin-of-color-society_en_all_2026-05.zim
other,stardewvalleywiki,en,all,23068672,2026-07,stardewvalleywiki_en_all_2026-07.zim
other,stupidedia,de,all_maxi,507510784,2021-02,stupidedia_de_all_maxi_2021-02.zim
other,survivors,en,all_maxi,128974848,2026-06,survivors_en_all_maxi_2026-06.zim
other,t4-wiki,de,all_maxi,178257920,2026-07,t4-wiki_de_all_maxi_2026-07.zim
other,t4-wiki,de,all_nopic,7130317,2026-07,t4-wiki_de_all_nopic_2026-07.zim
other,termux,en,all_maxi,2306867,2022-12,termux_en_all_maxi_2022-12.zim
other,thaki,ar,tech_tricks,18874368,2025-09,thaki_ar_tech_tricks_2025-09.zim
other,thaki-unlocks,ar,tech-tricks,18874368,2026-04,thaki-unlocks_ar_tech-tricks_2026-04.zim
other,thalesdoc,en,all,3113851290,2025-12,thalesdoc_en_all_2025-12.zim
other,the,en,infosphere_all_maxi,35651584,2022-01,the_infosphere_en_all_maxi_2022-01.zim
other,theworldfactbook,en,all,406847488,2026-02,theworldfactbook_en_all_2026-02.zim
other,trueprepper.com,en,all,1395864371,2026-05,trueprepper.com_en_all_2026-05.zim
other,ubuntuusers,de,all,243269632,2023-10,ubuntuusers_de_all_2013-03.zim
other,ubuntuusers,de,all_nopic,37748736,2023-10,ubuntuusers_de_all_nopic_2017-03.zim
other,usda-2015,en,all,19922944,2025-04,usda-2015_en_2025-04.zim
other,westeros,en,all,232783872,2018-09,westeros_en_all_2018-09.zim
other,whitewolfwiki,en,all_maxi,202375168,2024-06,whitewolfwiki_en_all_maxi_2024-06.zim
other,wikem,en,all_maxi,48234496,2026-04,wikem_en_all_maxi_2026-04.zim
other,wikem,en,all_nopic,20971520,2026-04,wikem_en_all_nopic_2026-04.zim
other,wiki,en,all_maxi,147849216,2026-03,wiki_en_all_maxi_2026-03.zim
other,wiki-africa,fr,ressources-droit-auteur,454033408,2025-02,wiki-africa_fr_ressources-droit-auteur_2025-02.zim
other,wiki.leagueoflegends.com,en,all_maxi_2026-05a,1395864371,2026-05,wiki.leagueoflegends.com_en_all_maxi_2026-05a.zim
other,wikiciv,en,all_maxi,4613734,2025-11,wikiciv_en_all_maxi_2025-11.zim
other,wikidex,es,all_maxi,2147483648,2026-05,wikidex_es_all_maxi_2026-03.zim
other,wikishia,fa,all_maxi,98566144,2021-03,wikishia_fa_all_maxi_2021-03.zim
other,wikishia,fa,all_nopic,56623104,2021-03,wikishia_fa_all_nopic_2021-03.zim
other,wikiskripta,cs,all_maxi,317718528,2026-05,wikiskripta_cs_all_maxi_2026-05.zim
other,wikispecies,en,all_maxi,3435973837,2026-07,wikispecies_en_all_maxi_2026-07.zim
other,wikispecies,en,all_nopic,1503238554,2026-07,wikispecies_en_all_nopic_2026-07.zim
other,wikitech,en,all_maxi,48234496,2024-06,wikitech_en_all_maxi_2024-06.zim
other,wikivet.net,en,all_maxi_2026-07a,56623104,2026-07,wikivet.net_en_all_maxi_2026-07a.zim
other,yeshiva,he,all_maxi,168820736,2021-02,yeshiva_he_all_maxi_2021-02.zim
other,yeshiva,he,all_nopic,159383552,2021-03,yeshiva_he_all_nopic_2021-03.zim
other,youscribe,fr,audiobooks,5046586573,2023-03,youscribe_fr_audiobooks_2023-03.zim
other,youscribe,fr,college,844103680,2024-05,youscribe_fr_college_2024-05.zim
other,youscribe,fr,lycee,747634688,2024-05,youscribe_fr_lycee_2024-05.zim
other,youscribe,fr,primaire,630194176,2024-05,youscribe_fr_primaire_2024-05.zim
other,zaya-english-duniya-marathi,mr,all,25165824,2020-11,zaya-english-duniya-marathi_mr_2020-11.zim
other,zdoom,en,all_maxi,10485760,2023-01,zdoom_en_all_maxi_2023-01.zim
other,zdoom,en,all_nopic,7969178,2023-01,zdoom_en_all_nopic_2023-01.zim
other,zh.minecraft.wiki,zh,all,1288490189,2026-03,zh.minecraft.wiki_zh_all_2026-03.zim
other,zh.minecraft.wiki,zh-hk,all,1288490189,2026-03,zh.minecraft.wiki_zh-hk_all_2026-03.zim
other,zh.minecraft.wiki,zh-tw,all,1288490189,2026-03,zh.minecraft.wiki_zh-tw_all_2026-03.zim
other,zimgit-food-preparation,en,all,97517568,2025-04,zimgit-food-preparation_en_2025-04.zim
other,zimgit-knots,en,all,28311552,2024-08,zimgit-knots_en_2024-08.zim
other,zimgit-medicine,en,all,70254592,2024-08,zimgit-medicine_en_2024-08.zim
other,zimgit-post-disaster,en,all,644874240,2024-05,zimgit-post-disaster_en_2024-05.zim
other,zimgit-water,en,all,20971520,2024-08,zimgit-water_en_2024-08.zim
phet,phet,af,all,41943040,2026-05,phet_af_all_2026-05.zim
phet,phet,ak,all,5662310,2026-05,phet_ak_all_2026-05.zim
phet,phet,all,ef,5452595,2026-05,phet_ef_all_2026-05.zim
phet,phet,all,in,39845888,2026-05,phet_in_all_2026-05.zim
phet,phet,all,iw,109051904,2026-05,phet_iw_all_2026-05.zim
phet,phet,all,mo,4404019,2026-05,phet_mo_all_2026-05.zim
phet,phet,all,pr,12582912,2026-05,phet_pr_all_2026-05.zim
phet,phet,all,sp,25165824,2026-05,phet_sp_all_2026-05.zim
phet,phet,all,ua,4404019,2026-05,phet_ua_all_2026-05.zim
phet,phet,am,all,97517568,2026-05,phet_am_all_2026-05.zim
phet,phet,ar,all,109051904,2026-05,phet_ar_all_2026-05.zim
phet,phet,ay,all,4299162,2026-05,phet_ay_all_2026-05.zim
phet,phet,az,all,97517568,2026-05,phet_az_all_2026-05.zim
phet,phet,be,all,54525952,2026-05,phet_be_all_2026-05.zim
phet,phet,bg,all,93323264,2026-05,phet_bg_all_2026-05.zim
phet,phet,bi,all,4404019,2026-05,phet_bi_all_2026-05.zim
phet,phet,bn,all,92274688,2026-05,phet_bn_all_2026-05.zim
phet,phet,bo,all,24117248,2026-05,phet_bo_all_2026-05.zim
phet,phet,bs,all,109051904,2026-05,phet_bs_all_2026-05.zim
phet,phet,ca,all,109051904,2026-05,phet_ca_all_2026-05.zim
phet,phet,cs,all,109051904,2026-05,phet_cs_all_2026-05.zim
phet,phet,cy,all,42991616,2026-05,phet_cy_all_2026-05.zim
phet,phet,da,all,109051904,2026-05,phet_da_all_2026-05.zim
phet,phet,de,all,109051904,2026-05,phet_de_all_2026-05.zim
phet,phet,ee,all,6606029,2026-05,phet_ee_all_2026-05.zim
phet,phet,el,all,110100480,2026-05,phet_el_all_2026-05.zim
phet,phet,en,all,109051904,2026-05,phet_en_all_2026-05.zim
phet,phet,es,all,109051904,2026-05,phet_es_all_2026-05.zim
phet,phet,et,all,32505856,2026-05,phet_et_all_2026-05.zim
phet,phet,eu,all,95420416,2026-05,phet_eu_all_2026-05.zim
phet,phet,fa,all,109051904,2026-05,phet_fa_all_2026-05.zim
phet,phet,fi,all,83886080,2026-05,phet_fi_all_2026-05.zim
phet,phet,fo,all,24117248,2026-05,phet_fo_all_2026-05.zim
phet,phet,fr,all,109051904,2026-05,phet_fr_all_2026-05.zim
phet,phet,ga,all,48234496,2026-05,phet_ga_all_2026-05.zim
phet,phet,gl,all,33554432,2026-05,phet_gl_all_2026-05.zim
phet,phet,gu,all,105906176,2026-05,phet_gu_all_2026-05.zim
phet,phet,ha,all,105906176,2026-05,phet_ha_all_2026-05.zim
phet,phet,hi,all,110100480,2026-05,phet_hi_all_2026-05.zim
phet,phet,hr,all,98566144,2026-05,phet_hr_all_2026-05.zim
phet,phet,ht,all,109051904,2026-05,phet_ht_all_2026-05.zim
phet,phet,hu,all,96468992,2026-05,phet_hu_all_2026-05.zim
phet,phet,hy,all,56623104,2026-05,phet_hy_all_2026-05.zim
phet,phet,ig,all,92274688,2026-05,phet_ig_all_2026-05.zim
phet,phet,is,all,68157440,2026-05,phet_is_all_2026-05.zim
phet,phet,it,all,109051904,2026-05,phet_it_all_2026-05.zim
phet,phet,ja,all,88080384,2026-05,phet_ja_all_2026-05.zim
phet,phet,ka,all,59768832,2026-05,phet_ka_all_2026-05.zim
phet,phet,ki,all,75497472,2026-05,phet_ki_all_2026-05.zim
phet,phet,kk,all,67108864,2026-05,phet_kk_all_2026-05.zim
phet,phet,km,all,44040192,2026-05,phet_km_all_2026-05.zim
phet,phet,kn,all,66060288,2026-05,phet_kn_all_2026-05.zim
phet,phet,ko,all,108003328,2026-05,phet_ko_all_2026-05.zim
phet,phet,ku,all,47185920,2026-05,phet_ku_all_2026-05.zim
phet,phet,lg,all,92274688,2026-05,phet_lg_all_2026-05.zim
phet,phet,lo,all,40894464,2026-05,phet_lo_all_2026-05.zim
phet,phet,lt,all,72351744,2026-05,phet_lt_all_2026-05.zim
phet,phet,lv,all,78643200,2026-05,phet_lv_all_2026-05.zim
phet,phet,mg,all,26214400,2026-05,phet_mg_all_2026-05.zim
phet,phet,mi,all,67108864,2026-05,phet_mi_all_2026-05.zim
phet,phet,mk,all,32505856,2026-05,phet_mk_all_2026-05.zim
phet,phet,ml,all,11534336,2026-05,phet_ml_all_2026-05.zim
phet,phet,mn,all,109051904,2026-05,phet_mn_all_2026-05.zim
phet,phet,mr,all,79691776,2026-05,phet_mr_all_2026-05.zim
phet,phet,ms,all,106954752,2026-05,phet_ms_all_2026-05.zim
phet,phet,mt,all,89128960,2026-05,phet_mt_all_2026-05.zim
phet,phet,mul,all,153092096,2026-05,phet_mul_all_2026-05.zim
phet,phet,my,all,18874368,2026-05,phet_my_all_2026-05.zim
phet,phet,nb,all,53477376,2026-05,phet_nb_all_2026-05.zim
phet,phet,ne,all,6710886,2026-05,phet_ne_all_2026-05.zim
phet,phet,nl,all,109051904,2026-05,phet_nl_all_2026-05.zim
phet,phet,nn,all,31457280,2026-05,phet_nn_all_2026-05.zim
phet,phet,ny,all,93323264,2026-05,phet_ny_all_2026-05.zim
phet,phet,oc,all,3984589,2026-05,phet_oc_all_2026-05.zim
phet,phet,om,all,99614720,2026-05,phet_om_all_2026-05.zim
phet,phet,or,all,15728640,2026-05,phet_or_all_2026-05.zim
phet,phet,pl,all,110100480,2026-05,phet_pl_all_2026-05.zim
phet,phet,ps,all,95420416,2026-05,phet_ps_all_2026-05.zim
phet,phet,pt,all,80740352,2026-05,phet_pt_all_2026-05.zim
phet,phet,qu,all,6815744,2026-05,phet_qu_all_2026-05.zim
phet,phet,ro,all,109051904,2026-05,phet_ro_all_2026-05.zim
phet,phet,ru,all,75497472,2026-05,phet_ru_all_2026-05.zim
phet,phet,rw,all,90177536,2026-05,phet_rw_all_2026-05.zim
phet,phet,sd,all,10485760,2026-05,phet_sd_all_2026-05.zim
phet,phet,se,all,12582912,2026-05,phet_se_all_2026-05.zim
phet,phet,sh,all,4299162,2026-05,phet_sh_all_2026-05.zim
phet,phet,si,all,35651584,2026-05,phet_si_all_2026-05.zim
phet,phet,sk,all,101711872,2026-05,phet_sk_all_2026-05.zim
phet,phet,sl,all,96468992,2026-05,phet_sl_all_2026-05.zim
phet,phet,sn,all,29360128,2026-05,phet_sn_all_2026-05.zim
phet,phet,sq,all,89128960,2026-05,phet_sq_all_2026-05.zim
phet,phet,sr,all,109051904,2026-05,phet_sr_all_2026-05.zim
phet,phet,st,all,97517568,2026-05,phet_st_all_2026-05.zim
phet,phet,sv,all,101711872,2026-05,phet_sv_all_2026-05.zim
phet,phet,sw,all,106954752,2026-05,phet_sw_all_2026-05.zim
phet,phet,ta,all,78643200,2026-05,phet_ta_all_2026-05.zim
phet,phet,te,all,109051904,2026-05,phet_te_all_2026-05.zim
phet,phet,tg,all,39845888,2026-05,phet_tg_all_2026-05.zim
phet,phet,th,all,80740352,2026-05,phet_th_all_2026-05.zim
phet,phet,ti,all,10485760,2026-05,phet_ti_all_2026-05.zim
phet,phet,tk,all,89128960,2026-05,phet_tk_all_2026-05.zim
phet,phet,tl,all,6710886,2026-05,phet_tl_all_2026-05.zim
phet,phet,tn,all,22020096,2026-05,phet_tn_all_2026-05.zim
phet,phet,tr,all,106954752,2026-05,phet_tr_all_2026-05.zim
phet,phet,tw,all,89128960,2026-05,phet_tw_all_2026-05.zim
phet,phet,uk,all,82837504,2026-05,phet_uk_all_2026-05.zim
phet,phet,ur,all,41943040,2026-05,phet_ur_all_2026-05.zim
phet,phet,uz,all,99614720,2026-05,phet_uz_all_2026-05.zim
phet,phet,vi,all,110100480,2026-05,phet_vi_all_2026-05.zim
phet,phet,wo,all,6920602,2026-05,phet_wo_all_2026-05.zim
phet,phet,xh,all,7130317,2026-05,phet_xh_all_2026-05.zim
phet,phet,yo,all,103809024,2026-05,phet_yo_all_2026-05.zim
phet,phet,zh-cn,all,84934656,2026-05,phet_zh-cn_all_2026-05.zim
phet,phet,zu,all,97517568,2026-05,phet_zu_all_2026-05.zim
stack_exchange,3dprinting.stackexchange.com,en,all,120586240,2026-02,3dprinting.stackexchange.com_en_all_2026-02.zim
stack_exchange,academia.stackexchange.com,en,all,292552704,2026-02,academia.stackexchange.com_en_all_2026-02.zim
stack_exchange,ai.stackexchange.com,en,all,104857600,2026-02,ai.stackexchange.com_en_all_2026-02.zim
stack_exchange,alcohol.stackexchange.com,en,all,13631488,2026-02,alcohol.stackexchange.com_en_all_2026-02.zim
stack_exchange,android.stackexchange.com,en,all,411041792,2026-02,android.stackexchange.com_en_all_2026-02.zim
stack_exchange,anime.stackexchange.com,en,all,239075328,2026-02,anime.stackexchange.com_en_all_2026-02.zim
stack_exchange,apple.stackexchange.com,en,all,1181116006,2026-02,apple.stackexchange.com_en_all_2026-02.zim
stack_exchange,arduino.stackexchange.com,en,all,258998272,2026-02,arduino.stackexchange.com_en_all_2026-02.zim
stack_exchange,askubuntu.com,en,all,2791728742,2026-06,askubuntu.com_en_all_2026-06.zim
stack_exchange,astronomy.stackexchange.com,en,all,196083712,2026-02,astronomy.stackexchange.com_en_all_2026-02.zim
stack_exchange,aviation.stackexchange.com,en,all,505413632,2026-02,aviation.stackexchange.com_en_all_2026-02.zim
stack_exchange,bicycles.stackexchange.com,en,all,489684992,2026-02,bicycles.stackexchange.com_en_all_2026-02.zim
stack_exchange,bioacoustics.stackexchange.com,en,all,9751757,2026-02,bioacoustics.stackexchange.com_en_all_2026-02.zim
stack_exchange,bioinformatics.stackexchange.com,en,all,57671680,2026-02,bioinformatics.stackexchange.com_en_all_2026-02.zim
stack_exchange,biology.stackexchange.com,en,all,422576128,2026-02,biology.stackexchange.com_en_all_2026-02.zim
stack_exchange,bitcoin.stackexchange.com,en,all,156237824,2026-02,bitcoin.stackexchange.com_en_all_2026-02.zim
stack_exchange,blender.stackexchange.com,en,all,2791728742,2026-02,blender.stackexchange.com_en_all_2026-02.zim
stack_exchange,boardgames.stackexchange.com,en,all,106954752,2026-02,boardgames.stackexchange.com_en_all_2026-02.zim
stack_exchange,bricks.stackexchange.com,en,all,153092096,2026-02,bricks.stackexchange.com_en_all_2026-02.zim
stack_exchange,buddhism.stackexchange.com,en,all,81788928,2026-02,buddhism.stackexchange.com_en_all_2026-02.zim
stack_exchange,cardano.stackexchange.com,en,all,16777216,2026-02,cardano.stackexchange.com_en_all_2026-02.zim
stack_exchange,chemistry.stackexchange.com,en,all,416284672,2026-02,chemistry.stackexchange.com_en_all_2026-02.zim
stack_exchange,chess.stackexchange.com,en,all,80740352,2026-02,chess.stackexchange.com_en_all_2026-02.zim
stack_exchange,chinese.stackexchange.com,mul,all,152043520,2026-02,chinese.stackexchange.com_mul_all_2026-02.zim
stack_exchange,christianity.stackexchange.com,en,all,188743680,2026-02,christianity.stackexchange.com_en_all_2026-02.zim
stack_exchange,civicrm.stackexchange.com,en,all,97517568,2026-02,civicrm.stackexchange.com_en_all_2026-02.zim
stack_exchange,codegolf.stackexchange.com,en,all,390070272,2026-02,codegolf.stackexchange.com_en_all_2026-02.zim
stack_exchange,codereview.stackexchange.com,en,all,550502400,2026-02,codereview.stackexchange.com_en_all_2026-02.zim
stack_exchange,coffee.stackexchange.com,en,all,17825792,2026-02,coffee.stackexchange.com_en_all_2026-02.zim
stack_exchange,communitybuilding.stackexchange.com,en,all,6291456,2026-02,communitybuilding.stackexchange.com_en_all_2026-02.zim
stack_exchange,computergraphics.stackexchange.com,en,all,53477376,2026-02,computergraphics.stackexchange.com_en_all_2026-02.zim
stack_exchange,conlang.stackexchange.com,en,all,7444890,2026-02,conlang.stackexchange.com_en_all_2026-02.zim
stack_exchange,cooking.stackexchange.com,en,all,236978176,2026-02,cooking.stackexchange.com_en_all_2026-02.zim
stack_exchange,craftcms.stackexchange.com,en,all,62914560,2026-02,craftcms.stackexchange.com_en_all_2026-02.zim
stack_exchange,crafts.stackexchange.com,en,all,56623104,2026-02,crafts.stackexchange.com_en_all_2026-02.zim
stack_exchange,crypto.stackexchange.com,en,all,184549376,2026-02,crypto.stackexchange.com_en_all_2026-02.zim
stack_exchange,cs.stackexchange.com,en,all,276824064,2026-02,cs.stackexchange.com_en_all_2026-02.zim
stack_exchange,cseducators.stackexchange.com,en,all,16777216,2026-02,cseducators.stackexchange.com_en_all_2026-02.zim
stack_exchange,cstheory.stackexchange.com,en,all,74448896,2026-02,cstheory.stackexchange.com_en_all_2026-02.zim
stack_exchange,datascience.stackexchange.com,en,all,273678336,2026-02,datascience.stackexchange.com_en_all_2026-02.zim
