category,creator,lang,flavour,bytes,date,file
wikipedia,wikipedia,el,all_maxi,6012954214,2026-06,wikipedia_el_all_maxi_2026-06.zim
wikipedia,wikipedia,el,all_mini,486539264,2026-06,wikipedia_el_all_mini_2026-06.zim
wikipedia,wikipedia,el,all_nopic,1825361101,2026-06,wikipedia_el_all_nopic_2026-06.zim
wikipedia,wikipedia,el,top_maxi,1932735283,2026-07,wikipedia_el_top_maxi_2026-07.zim
wikipedia,wikipedia,el,top_mini,118489088,2026-07,wikipedia_el_top_mini_2026-07.zim
wikipedia,wikipedia,el,top_nopic,573571072,2026-07,wikipedia_el_top_nopic_2026-07.zim
wikipedia,wikipedia,en,100,332398592,2026-07,wikipedia_en_100_2026-07.zim
wikipedia,wikipedia,en,100_maxi,52428800,2026-07,wikipedia_en_100_maxi_2026-07.zim
wikipedia,wikipedia,en,100_mini,4613734,2026-07,wikipedia_en_100_mini_2026-07.zim
wikipedia,wikipedia,en,100_nopic,15728640,2026-07,wikipedia_en_100_nopic_2026-07.zim
wikipedia,wikipedia,en,all_maxi,123480309760,2026-02,wikipedia_en_all_maxi_2026-02.zim
wikipedia,wikipedia,en,all_mini,12884901888,2026-06,wikipedia_en_all_mini_2026-06.zim
wikipedia,wikipedia,en,all_nopic,52613349376,2026-06,wikipedia_en_all_nopic_2026-06.zim
wikipedia,wikipedia,en,astronomy_maxi,1610612736,2026-05,wikipedia_en_astronomy_maxi_2026-05.zim
wikipedia,wikipedia,en,astronomy_nopic,355467264,2026-05,wikipedia_en_astronomy_nopic_2026-05.zim
wikipedia,wikipedia,en,baseball_maxi,818937856,2026-06,wikipedia_en_baseball_maxi_2026-06.zim
wikipedia,wikipedia,en,baseball_nopic,400556032,2026-06,wikipedia_en_baseball_nopic_2026-06.zim
wikipedia,wikipedia,en,basketball_maxi,471859200,2026-06,wikipedia_en_basketball_maxi_2026-06.zim
wikipedia,wikipedia,en,basketball_nopic,265289728,2026-06,wikipedia_en_basketball_nopic_2026-06.zim
wikipedia,wikipedia,en,chemistry_maxi,513802240,2026-07,wikipedia_en_chemistry_maxi_2026-07.zim
wikipedia,wikipedia,en,chemistry_mini,25165824,2026-07,wikipedia_en_chemistry_mini_2026-07.zim
wikipedia,wikipedia,en,chemistry_nopic,130023424,2026-07,wikipedia_en_chemistry_nopic_2026-07.zim
wikipedia,wikipedia,en,climate-change_maxi,217055232,2026-07,wikipedia_en_climate-change_maxi_2026-07.zim
wikipedia,wikipedia,en,climate-change_mini,12582912,2026-07,wikipedia_en_climate-change_mini_2026-07.zim
wikipedia,wikipedia,en,climate-change_nopic,87031808,2026-07,wikipedia_en_climate-change_nopic_2026-07.zim
wikipedia,wikipedia,en,comics_maxi,660602880,2026-07,wikipedia_en_comics_maxi_2026-07.zim
wikipedia,wikipedia,en,comics_nopic,317718528,2026-07,wikipedia_en_comics_nopic_2026-07.zim
wikipedia,wikipedia,en,computer_maxi,953155584,2026-06,wikipedia_en_computer_maxi_2026-06.zim
wikipedia,wikipedia,en,computer_nopic,430964736,2026-06,wikipedia_en_computer_nopic_2026-06.zim
wikipedia,wikipedia,en,cricket_maxi,379584512,2026-07,wikipedia_en_cricket_maxi_2026-07.zim
wikipedia,wikipedia,en,cricket_nopic,245366784,2026-07,wikipedia_en_cricket_nopic_2026-07.zim
wikipedia,wikipedia,en,football_maxi,3543348019,2026-04,wikipedia_en_football_maxi_2026-04.zim
wikipedia,wikipedia,en,football_nopic,2576980378,2026-07,wikipedia_en_football_nopic_2026-07.zim
wikipedia,wikipedia,en,geography_maxi,1503238554,2026-07,wikipedia_en_geography_maxi_2026-07.zim
wikipedia,wikipedia,en,geography_nopic,570425344,2026-07,wikipedia_en_geography_nopic_2026-07.zim
wikipedia,wikipedia,en,golf_maxi,144703488,2026-07,wikipedia_en_golf_maxi_2026-07.zim
wikipedia,wikipedia,en,golf_nopic,90177536,2026-07,wikipedia_en_golf_nopic_2026-07.zim
wikipedia,wikipedia,en,history_maxi,2362232013,2026-07,wikipedia_en_history_maxi_2026-07.zim
wikipedia,wikipedia,en,history_nopic,735051776,2026-07,wikipedia_en_history_nopic_2026-07.zim
wikipedia,wikipedia,en,ice-hockey_maxi,599785472,2026-07,wikipedia_en_ice-hockey_maxi_2026-07.zim
wikipedia,wikipedia,en,ice-hockey_nopic,334495744,2026-07,wikipedia_en_ice-hockey_nopic_2026-07.zim
wikipedia,wikipedia,en,indian-cinema_maxi,443547648,2026-07,wikipedia_en_indian-cinema_maxi_2026-07.zim
wikipedia,wikipedia,en,indian-cinema_nopic,189792256,2026-07,wikipedia_en_indian-cinema_nopic_2026-07.zim
wikipedia,wikipedia,en,knots_maxi,18874368,2026-07,wikipedia_en_knots_maxi_2026-07.zim
wikipedia,wikipedia,en,mathematics_maxi,1288490189,2026-06,wikipedia_en_mathematics_maxi_2026-06.zim
wikipedia,wikipedia,en,mathematics_mini,58720256,2026-06,wikipedia_en_mathematics_mini_2026-06.zim
wikipedia,wikipedia,en,mathematics_nopic,342884352,2026-06,wikipedia_en_mathematics_nopic_2026-06.zim
wikipedia,wikipedia,en,medicine_maxi,2254857830,2026-04,wikipedia_en_medicine_maxi_2026-04.zim
wikipedia,wikipedia,en,medicine_mini,162529280,2026-04,wikipedia_en_medicine_mini_2026-04.zim
wikipedia,wikipedia,en,medicine_nopic,861929472,2026-04,wikipedia_en_medicine_nopic_2026-04.zim
wikipedia,wikipedia,en,molcell_maxi,993001472,2026-04,wikipedia_en_molcell_maxi_2026-04.zim
wikipedia,wikipedia,en,molcell_nopic,357564416,2026-04,wikipedia_en_molcell_nopic_2026-04.zim
wikipedia,wikipedia,en,movies_maxi,5261334938,2026-07,wikipedia_en_movies_maxi_2026-07.zim
wikipedia,wikipedia,en,movies_nopic,2576980378,2026-07,wikipedia_en_movies_nopic_2026-07.zim
wikipedia,wikipedia,en,nollywood_maxi,22020096,2026-07,wikipedia_en_nollywood_maxi_2026-07.zim
wikipedia,wikipedia,en,physics_maxi,1288490189,2026-07,wikipedia_en_physics_maxi_2026-07.zim
wikipedia,wikipedia,en,physics_mini,56623104,2026-07,wikipedia_en_physics_mini_2026-07.zim
wikipedia,wikipedia,en,physics_nopic,318767104,2026-07,wikipedia_en_physics_nopic_2026-07.zim
wikipedia,wikipedia,en,ray-charles_maxi,2831155,2026-05,wikipedia_en_ray-charles_maxi_2026-05.zim
wikipedia,wikipedia,en,ray-charles_mini,712704,2026-05,wikipedia_en_ray-charles_mini_2026-05.zim
wikipedia,wikipedia,en,ray-charles_nopic,1677722,2026-05,wikipedia_en_ray-charles_nopic_2026-05.zim
wikipedia,wikipedia,en,simple_all_maxi,3435973837,2026-05,wikipedia_en_simple_all_maxi_2026-05.zim
wikipedia,wikipedia,en,simple_all_mini,468713472,2026-05,wikipedia_en_simple_all_mini_2026-05.zim
wikipedia,wikipedia,en,simple_all_nopic,982515712,2026-05,wikipedia_en_simple_all_nopic_2026-05.zim
wikipedia,wikipedia,en,sociology_maxi,571473920,2026-07,wikipedia_en_sociology_maxi_2026-07.zim
wikipedia,wikipedia,en,sociology_nopic,241172480,2026-07,wikipedia_en_sociology_nopic_2026-07.zim
wikipedia,wikipedia,en,tennis_maxi,476053504,2026-07,wikipedia_en_tennis_maxi_2026-07.zim
wikipedia,wikipedia,en,tennis_nopic,367001600,2026-07,wikipedia_en_tennis_nopic_2026-07.zim
wikipedia,wikipedia,en,top1m_maxi,49392123904,2026-05,wikipedia_en_top1m_maxi_2026-04.zim
wikipedia,wikipedia,en,top1m_mini,3006477107,2026-05,wikipedia_en_top1m_mini_2026-04.zim
wikipedia,wikipedia,en,top1m_nopic,17179869184,2026-05,wikipedia_en_top1m_nopic_2026-04.zim
wikipedia,wikipedia,en,top_maxi,8375186227,2026-06,wikipedia_en_top_maxi_2026-06.zim
wikipedia,wikipedia,en,top_mini,331350016,2026-06,wikipedia_en_top_mini_2026-06.zim
wikipedia,wikipedia,en,top_nopic,2254857830,2026-06,wikipedia_en_top_nopic_2026-06.zim
wikipedia,wikipedia,en,wp1-0.8_maxi,8482560410,2026-07,wikipedia_en_wp1-0.8_maxi_2026-07.zim
wikipedia,wikipedia,en,wp1-0.8_nopic,2362232013,2026-07,wikipedia_en_wp1-0.8_nopic_2026-07.zim
wikipedia,wikipedia,en-simple,all_maxi,3543348019,2026-06,wikipedia_en-simple_all_maxi_2026-06.zim
wikipedia,wikipedia,en-simple,all_mini,471859200,2026-06,wikipedia_en-simple_all_mini_2026-06.zim
wikipedia,wikipedia,en-simple,all_nopic,989855744,2026-06,wikipedia_en-simple_all_nopic_2026-06.zim
wikipedia,wikipedia,eo,all_maxi,8267812045,2026-07,wikipedia_eo_all_maxi_2026-07.zim
wikipedia,wikipedia,eo,all_mini,609222656,2026-07,wikipedia_eo_all_mini_2026-07.zim
wikipedia,wikipedia,eo,all_nopic,1288490189,2026-07,wikipedia_eo_all_nopic_2026-07.zim
wikipedia,wikipedia,eo,top_maxi,2147483648,2026-07,wikipedia_eo_top_maxi_2026-07.zim
wikipedia,wikipedia,eo,top_mini,114294784,2026-07,wikipedia_eo_top_mini_2026-07.zim
wikipedia,wikipedia,eo,top_nopic,304087040,2026-07,wikipedia_eo_top_nopic_2026-07.zim
wikipedia,wikipedia,es,all_maxi,40802189312,2026-05,wikipedia_es_all_maxi_2026-05.zim
wikipedia,wikipedia,es,all_mini,3650722202,2026-05,wikipedia_es_all_mini_2026-05.zim
wikipedia,wikipedia,es,all_nopic,11811160064,2026-05,wikipedia_es_all_nopic_2026-05.zim
wikipedia,wikipedia,es,basketball_maxi,210763776,2026-06,wikipedia_es_basketball_maxi_2026-06.zim
wikipedia,wikipedia,es,basketball_nopic,74448896,2026-06,wikipedia_es_basketball_nopic_2026-06.zim
wikipedia,wikipedia,es,chemistry_maxi,173015040,2026-07,wikipedia_es_chemistry_maxi_2026-07.zim
wikipedia,wikipedia,es,chemistry_mini,14680064,2026-07,wikipedia_es_chemistry_mini_2026-07.zim
wikipedia,wikipedia,es,chemistry_nopic,38797312,2026-07,wikipedia_es_chemistry_nopic_2026-07.zim
wikipedia,wikipedia,es,climate-change_maxi,74448896,2026-07,wikipedia_es_climate-change_maxi_2026-07.zim
wikipedia,wikipedia,es,climate-change_mini,9017754,2026-04,wikipedia_es_climate-change_mini_2026-04.zim
wikipedia,wikipedia,es,climate-change_nopic,28311552,2026-07,wikipedia_es_climate-change_nopic_2026-07.zim
wikipedia,wikipedia,es,comics_maxi,160432128,2026-07,wikipedia_es_comics_maxi_2026-07.zim
wikipedia,wikipedia,es,comics_nopic,89128960,2026-04,wikipedia_es_comics_nopic_2026-04.zim
wikipedia,wikipedia,es,computer_maxi,242221056,2026-07,wikipedia_es_computer_maxi_2026-07.zim
wikipedia,wikipedia,es,computer_nopic,97517568,2026-07,wikipedia_es_computer_nopic_2026-07.zim
wikipedia,wikipedia,es,football_maxi,1503238554,2026-07,wikipedia_es_football_maxi_2026-07.zim
wikipedia,wikipedia,es,football_nopic,532676608,2026-04,wikipedia_es_football_nopic_2026-04.zim
wikipedia,wikipedia,es,geography_maxi,393216000,2026-07,wikipedia_es_geography_maxi_2026-07.zim
wikipedia,wikipedia,es,geography_nopic,57671680,2026-07,wikipedia_es_geography_nopic_2026-07.zim
wikipedia,wikipedia,es,history_maxi,833617920,2026-07,wikipedia_es_history_maxi_2026-07.zim
wikipedia,wikipedia,es,history_nopic,186646528,2026-07,wikipedia_es_history_nopic_2026-07.zim
wikipedia,wikipedia,es,mathematics_maxi,469762048,2026-07,wikipedia_es_mathematics_maxi_2026-07.zim
wikipedia,wikipedia,es,mathematics_mini,22020096,2026-07,wikipedia_es_mathematics_mini_2026-07.zim
wikipedia,wikipedia,es,mathematics_nopic,108003328,2026-07,wikipedia_es_mathematics_nopic_2026-07.zim
wikipedia,wikipedia,es,medicine_maxi,656408576,2026-07,wikipedia_es_medicine_maxi_2026-07.zim
wikipedia,wikipedia,es,medicine_nopic,161480704,2026-07,wikipedia_es_medicine_nopic_2026-07.zim
wikipedia,wikipedia,es,molcell_maxi,212860928,2026-04,wikipedia_es_molcell_maxi_2026-04.zim
wikipedia,wikipedia,es,molcell_nopic,70254592,2026-04,wikipedia_es_molcell_nopic_2026-04.zim
wikipedia,wikipedia,es,movies_maxi,1073741824,2026-07,wikipedia_es_movies_maxi_2026-07.zim
wikipedia,wikipedia,es,movies_nopic,495976448,2026-04,wikipedia_es_movies_nopic_2026-04.zim
wikipedia,wikipedia,es,physics_maxi,490733568,2026-07,wikipedia_es_physics_maxi_2026-07.zim
wikipedia,wikipedia,es,physics_mini,25165824,2026-07,wikipedia_es_physics_mini_2026-07.zim
wikipedia,wikipedia,es,physics_nopic,93323264,2026-07,wikipedia_es_physics_nopic_2026-07.zim
wikipedia,wikipedia,es,top_maxi,4939212390,2026-07,wikipedia_es_top_maxi_2026-07.zim
wikipedia,wikipedia,es,top_mini,205520896,2026-07,wikipedia_es_top_mini_2026-07.zim
wikipedia,wikipedia,es,top_nopic,1181116006,2026-07,wikipedia_es_top_nopic_2026-07.zim
wikipedia,wikipedia,es,venezuela_maxi,219152384,2026-06,wikipedia_es_venezuela_maxi_2026-06.zim
wikipedia,wikipedia,es,venezuela_nopic,63963136,2026-06,wikipedia_es_venezuela_nopic_2026-06.zim
wikipedia,wikipedia,et,all_maxi,3221225472,2026-07,wikipedia_et_all_maxi_2026-07.zim
wikipedia,wikipedia,et,all_mini,313524224,2026-07,wikipedia_et_all_mini_2026-07.zim
wikipedia,wikipedia,et,all_nopic,810549248,2026-07,wikipedia_et_all_nopic_2026-07.zim
wikipedia,wikipedia,et,top_maxi,1181116006,2026-07,wikipedia_et_top_maxi_2026-07.zim
wikipedia,wikipedia,et,top_mini,76546048,2026-07,wikipedia_et_top_mini_2026-07.zim
wikipedia,wikipedia,et,top_nopic,269484032,2026-07,wikipedia_et_top_nopic_2026-07.zim
wikipedia,wikipedia,eu,all_maxi,9341553869,2025-09,wikipedia_eu_all_maxi_2025-09.zim
wikipedia,wikipedia,eu,all_mini,618659840,2026-07,wikipedia_eu_all_mini_2026-07.zim
wikipedia,wikipedia,eu,all_nopic,1610612736,2026-07,wikipedia_eu_all_nopic_2026-07.zim
wikipedia,wikipedia,eu,top_maxi,1932735283,2025-09,wikipedia_eu_top_maxi_2025-09.zim
wikipedia,wikipedia,eu,top_mini,95420416,2026-07,wikipedia_eu_top_mini_2026-07.zim
wikipedia,wikipedia,eu,top_nopic,348127232,2026-07,wikipedia_eu_top_nopic_2026-07.zim
wikipedia,wikipedia,ext,all_maxi,89128960,2026-04,wikipedia_ext_all_maxi_2026-04.zim
wikipedia,wikipedia,ext,all_nopic,13631488,2026-04,wikipedia_ext_all_nopic_2026-04.zim
wikipedia,wikipedia,fa,all_maxi,13958643712,2026-05,wikipedia_fa_all_maxi_2026-04.zim
wikipedia,wikipedia,fa,all_mini,2254857830,2026-05,wikipedia_fa_all_mini_2026-04.zim
wikipedia,wikipedia,fa,all_nopic,5583457485,2026-05,wikipedia_fa_all_nopic_2026-04.zim
wikipedia,wikipedia,fa,medicine_maxi,586153984,2026-07,wikipedia_fa_medicine_maxi_2026-07.zim
wikipedia,wikipedia,fa,medicine_nopic,128974848,2026-07,wikipedia_fa_medicine_nopic_2026-07.zim
wikipedia,wikipedia,fa,top_maxi,2362232013,2026-07,wikipedia_fa_top_maxi_2026-07.zim
wikipedia,wikipedia,fa,top_mini,224395264,2026-07,wikipedia_fa_top_mini_2026-07.zim
wikipedia,wikipedia,fa,top_nopic,819986432,2026-07,wikipedia_fa_top_nopic_2026-07.zim
wikipedia,wikipedia,fat,all_maxi,16777216,2026-05,wikipedia_fat_all_maxi_2026-05.zim
wikipedia,wikipedia,fat,all_nopic,5347738,2026-05,wikipedia_fat_all_nopic_2026-05.zim
wikipedia,wikipedia,ff,all_maxi,207618048,2026-07,wikipedia_ff_all_maxi_2026-07.zim
wikipedia,wikipedia,ff,all_nopic,66060288,2026-07,wikipedia_ff_all_nopic_2026-07.zim
wikipedia,wikipedia,fi,all_maxi,8589934592,2026-05,wikipedia_fi_all_maxi_2026-05.zim
wikipedia,wikipedia,fi,all_mini,959447040,2026-05,wikipedia_fi_all_mini_2026-05.zim
wikipedia,wikipedia,fi,all_nopic,2576980378,2026-05,wikipedia_fi_all_nopic_2026-05.zim
wikipedia,wikipedia,fi,top_maxi,1717986918,2026-07,wikipedia_fi_top_maxi_2026-07.zim
wikipedia,wikipedia,fi,top_mini,108003328,2026-07,wikipedia_fi_top_mini_2026-07.zim
wikipedia,wikipedia,fi,top_nopic,451936256,2026-07,wikipedia_fi_top_nopic_2026-07.zim
wikipedia,wikipedia,fj,all_maxi,26214400,2026-05,wikipedia_fj_all_maxi_2026-05.zim
wikipedia,wikipedia,fj,all_nopic,1887437,2026-05,wikipedia_fj_all_nopic_2026-05.zim
wikipedia,wikipedia,fo,all_maxi,164626432,2026-07,wikipedia_fo_all_maxi_2026-07.zim
wikipedia,wikipedia,fo,all_nopic,29360128,2026-07,wikipedia_fo_all_nopic_2026-07.zim
wikipedia,wikipedia,fon,all_maxi,23068672,2026-07,wikipedia_fon_all_maxi_2026-07.zim
wikipedia,wikipedia,fon,all_nopic,4613734,2026-07,wikipedia_fon_all_nopic_2026-07.zim
wikipedia,wikipedia,fr,all_maxi,55834574848,2026-05,wikipedia_fr_all_maxi_2026-05.zim
wikipedia,wikipedia,fr,all_mini,3543348019,2026-05,wikipedia_fr_all_mini_2026-05.zim
wikipedia,wikipedia,fr,all_nopic,12884901888,2026-05,wikipedia_fr_all_nopic_2026-05.zim
wikipedia,wikipedia,fr,basketball_maxi,142606336,2026-06,wikipedia_fr_basketball_maxi_2026-06.zim
wikipedia,wikipedia,fr,basketball_nopic,45088768,2026-06,wikipedia_fr_basketball_nopic_2026-06.zim
wikipedia,wikipedia,fr,chemistry_maxi,156237824,2026-07,wikipedia_fr_chemistry_maxi_2026-07.zim
wikipedia,wikipedia,fr,chemistry_mini,13631488,2023-02,wikipedia_fr_chemistry_mini_2023-02.zim
wikipedia,wikipedia,fr,chemistry_nopic,41943040,2026-07,wikipedia_fr_chemistry_nopic_2026-07.zim
wikipedia,wikipedia,fr,climate-change_maxi,78643200,2026-07,wikipedia_fr_climate-change_maxi_2026-07.zim
wikipedia,wikipedia,fr,climate-change_mini,6291456,2026-07,wikipedia_fr_climate-change_mini_2026-07.zim
wikipedia,wikipedia,fr,climate-change_nopic,27262976,2026-07,wikipedia_fr_climate-change_nopic_2026-07.zim
wikipedia,wikipedia,fr,comics_maxi,179306496,2026-07,wikipedia_fr_comics_maxi_2026-07.zim
wikipedia,wikipedia,fr,comics_nopic,73400320,2026-07,wikipedia_fr_comics_nopic_2026-07.zim
wikipedia,wikipedia,fr,computer_maxi,246415360,2026-07,wikipedia_fr_computer_maxi_2026-07.zim
wikipedia,wikipedia,fr,computer_nopic,95420416,2026-07,wikipedia_fr_computer_nopic_2026-07.zim
wikipedia,wikipedia,fr,football_maxi,1073741824,2026-07,wikipedia_fr_football_maxi_2026-07.zim
wikipedia,wikipedia,fr,football_nopic,434110464,2026-07,wikipedia_fr_football_nopic_2026-07.zim
wikipedia,wikipedia,fr,geography_maxi,463470592,2026-07,wikipedia_fr_geography_maxi_2026-07.zim
wikipedia,wikipedia,fr,geography_nopic,69206016,2026-07,wikipedia_fr_geography_nopic_2026-07.zim
wikipedia,wikipedia,fr,history_maxi,1073741824,2026-07,wikipedia_fr_history_maxi_2026-07.zim
wikipedia,wikipedia,fr,history_nopic,244318208,2026-07,wikipedia_fr_history_nopic_2026-07.zim
wikipedia,wikipedia,fr,mathematics_maxi,426770432,2026-07,wikipedia_fr_mathematics_maxi_2026-07.zim
wikipedia,wikipedia,fr,mathematics_mini,19922944,2026-07,wikipedia_fr_mathematics_mini_2026-07.zim
wikipedia,wikipedia,fr,mathematics_nopic,130023424,2026-07,wikipedia_fr_mathematics_nopic_2026-07.zim
wikipedia,wikipedia,fr,medicine_maxi,1288490189,2026-07,wikipedia_fr_medicine_maxi_2026-07.zim
wikipedia,wikipedia,fr,medicine_nopic,295698432,2026-07,wikipedia_fr_medicine_nopic_2026-07.zim
wikipedia,wikipedia,fr,molcell_maxi,193986560,2026-04,wikipedia_fr_molcell_maxi_2026-04.zim
wikipedia,wikipedia,fr,molcell_nopic,41943040,2026-04,wikipedia_fr_molcell_nopic_2026-04.zim
wikipedia,wikipedia,fr,movies_maxi,1503238554,2026-07,wikipedia_fr_movies_maxi_2026-07.zim
wikipedia,wikipedia,fr,movies_nopic,641728512,2026-07,wikipedia_fr_movies_nopic_2026-07.zim
wikipedia,wikipedia,fr,physics_maxi,437256192,2026-07,wikipedia_fr_physics_maxi_2026-07.zim
wikipedia,wikipedia,fr,physics_mini,26214400,2026-07,wikipedia_fr_physics_mini_2026-07.zim
wikipedia,wikipedia,fr,physics_nopic,110100480,2026-07,wikipedia_fr_physics_nopic_2026-07.zim
wikipedia,wikipedia,fr,top_maxi,6335076762,2026-07,wikipedia_fr_top_maxi_2026-07.zim
wikipedia,wikipedia,fr,top_mini,142606336,2026-07,wikipedia_fr_top_mini_2026-07.zim
wikipedia,wikipedia,fr,top_nopic,1395864371,2026-07,wikipedia_fr_top_nopic_2026-07.zim
wikipedia,wikipedia,fr,tunisie_maxi,139460608,2026-07,wikipedia_fr_tunisie_maxi_2026-07.zim
wikipedia,wikipedia,fr,tunisie_nopic,45088768,2026-07,wikipedia_fr_tunisie_nopic_2026-07.zim
wikipedia,wikipedia,frp,all_maxi,62914560,2026-07,wikipedia_frp_all_maxi_2026-07.zim
wikipedia,wikipedia,frp,all_nopic,9961472,2026-07,wikipedia_frp_all_nopic_2026-07.zim
wikipedia,wikipedia,frr,all_maxi,310378496,2026-07,wikipedia_frr_all_maxi_2026-07.zim
wikipedia,wikipedia,frr,all_nopic,42991616,2026-07,wikipedia_frr_all_nopic_2026-07.zim
wikipedia,wikipedia,fur,all_maxi,53477376,2026-07,wikipedia_fur_all_maxi_2026-07.zim
wikipedia,wikipedia,fur,all_nopic,8912896,2026-07,wikipedia_fur_all_nopic_2026-07.zim
wikipedia,wikipedia,fy,all_maxi,1181116006,2026-07,wikipedia_fy_all_maxi_2026-07.zim
wikipedia,wikipedia,fy,all_nopic,198180864,2026-07,wikipedia_fy_all_nopic_2026-07.zim
wikipedia,wikipedia,ga,all_maxi,1073741824,2025-09,wikipedia_ga_all_maxi_2025-09.zim
wikipedia,wikipedia,ga,all_nopic,180355072,2026-06,wikipedia_ga_all_nopic_2026-06.zim
wikipedia,wikipedia,gag,all_maxi,35651584,2026-07,wikipedia_gag_all_maxi_2026-07.zim
wikipedia,wikipedia,gag,all_nopic,5976883,2026-07,wikipedia_gag_all_nopic_2026-07.zim
wikipedia,wikipedia,gan,all_maxi,40894464,2026-07,wikipedia_gan_all_maxi_2026-07.zim
wikipedia,wikipedia,gan,all_nopic,12582912,2026-07,wikipedia_gan_all_nopic_2026-07.zim
wikipedia,wikipedia,gcr,all_maxi,23068672,2026-07,wikipedia_gcr_all_maxi_2026-07.zim
wikipedia,wikipedia,gcr,all_nopic,2831155,2026-07,wikipedia_gcr_all_nopic_2026-07.zim
wikipedia,wikipedia,gd,all_maxi,230686720,2026-07,wikipedia_gd_all_maxi_2026-07.zim
wikipedia,wikipedia,gd,all_nopic,32505856,2026-07,wikipedia_gd_all_nopic_2026-07.zim
wikipedia,wikipedia,gl,all_maxi,4509715661,2026-07,wikipedia_gl_all_maxi_2026-07.zim
wikipedia,wikipedia,gl,all_mini,425721856,2026-07,wikipedia_gl_all_mini_2026-07.zim
wikipedia,wikipedia,gl,all_nopic,1181116006,2026-07,wikipedia_gl_all_nopic_2026-07.zim
wikipedia,wikipedia,gl,top_maxi,1932735283,2026-07,wikipedia_gl_top_maxi_2026-07.zim
wikipedia,wikipedia,gl,top_mini,135266304,2026-07,wikipedia_gl_top_mini_2026-07.zim
wikipedia,wikipedia,gl,top_nopic,444596224,2026-07,wikipedia_gl_top_nopic_2026-07.zim
wikipedia,wikipedia,glk,all_maxi,809500672,2026-07,wikipedia_glk_all_maxi_2026-07.zim
wikipedia,wikipedia,glk,all_nopic,83886080,2026-07,wikipedia_glk_all_nopic_2026-07.zim
wikipedia,wikipedia,gn,all_maxi,89128960,2026-07,wikipedia_gn_all_maxi_2026-07.zim
wikipedia,wikipedia,gn,all_nopic,13631488,2026-07,wikipedia_gn_all_nopic_2026-07.zim
wikipedia,wikipedia,gom,all_maxi,48234496,2026-07,wikipedia_gom_all_maxi_2026-07.zim
wikipedia,wikipedia,gom,all_nopic,16777216,2026-07,wikipedia_gom_all_nopic_2026-07.zim
wikipedia,wikipedia,gor,all_maxi,48234496,2026-07,wikipedia_gor_all_maxi_2026-07.zim
wikipedia,wikipedia,gor,all_nopic,19922944,2026-07,wikipedia_gor_all_nopic_2026-07.zim
wikipedia,wikipedia,got,all_maxi,12582912,2026-05,wikipedia_got_all_maxi_2026-05.zim
wikipedia,wikipedia,got,all_nopic,2306867,2026-05,wikipedia_got_all_nopic_2026-05.zim
wikipedia,wikipedia,gsw,all_maxi,706740224,2026-07,wikipedia_gsw_all_maxi_2026-07.zim
wikipedia,wikipedia,gsw,all_nopic,135266304,2026-07,wikipedia_gsw_all_nopic_2026-07.zim
wikipedia,wikipedia,gu,all_maxi,295698432,2026-07,wikipedia_gu_all_maxi_2026-07.zim
wikipedia,wikipedia,gu,all_nopic,108003328,2026-07,wikipedia_gu_all_nopic_2026-07.zim
wikipedia,wikipedia,gu,medicine_maxi,10485760,2026-05,wikipedia_gu_medicine_maxi_2026-05.zim
wikipedia,wikipedia,gu,medicine_nopic,6606029,2026-05,wikipedia_gu_medicine_nopic_2026-05.zim
wikipedia,wikipedia,guc,all_maxi,13631488,2026-05,wikipedia_guc_all_maxi_2026-05.zim
wikipedia,wikipedia,guc,all_nopic,1887437,2026-05,wikipedia_guc_all_nopic_2026-05.zim
wikipedia,wikipedia,gur,all_maxi,13631488,2026-07,wikipedia_gur_all_maxi_2026-07.zim
wikipedia,wikipedia,gur,all_nopic,5347738,2026-07,wikipedia_gur_all_nopic_2026-07.zim
wikipedia,wikipedia,guw,all_maxi,11534336,2026-05,wikipedia_guw_all_maxi_2026-05.zim
wikipedia,wikipedia,gv,all_maxi,112197632,2026-07,wikipedia_gv_all_maxi_2026-07.zim
wikipedia,wikipedia,gv,all_nopic,23068672,2026-07,wikipedia_gv_all_nopic_2026-07.zim
wikipedia,wikipedia,ha,all_maxi,1181116006,2025-09,wikipedia_ha_all_maxi_2025-09.zim
wikipedia,wikipedia,ha,all_nopic,419430400,2026-07,wikipedia_ha_all_nopic_2026-07.zim
wikipedia,wikipedia,hak,all_maxi,189792256,2026-07,wikipedia_hak_all_maxi_2026-07.zim
wikipedia,wikipedia,hak,all_nopic,20971520,2026-07,wikipedia_hak_all_nopic_2026-07.zim
wikipedia,wikipedia,haw,all_maxi,27262976,2026-07,wikipedia_haw_all_maxi_2026-07.zim
wikipedia,wikipedia,haw,all_nopic,3879731,2026-07,wikipedia_haw_all_nopic_2026-07.zim
wikipedia,wikipedia,he,all_maxi,8697308774,2025-08,wikipedia_he_all_maxi_2025-08.zim
wikipedia,wikipedia,he,all_mini,664797184,2026-07,wikipedia_he_all_mini_2026-07.zim
wikipedia,wikipedia,he,all_nopic,3006477107,2026-07,wikipedia_he_all_nopic_2026-07.zim
wikipedia,wikipedia,he,top_maxi,2362232013,2025-09,wikipedia_he_top_maxi_2025-09.zim
wikipedia,wikipedia,he,top_mini,121634816,2026-07,wikipedia_he_top_mini_2026-07.zim
wikipedia,wikipedia,he,top_nopic,707788800,2026-07,wikipedia_he_top_nopic_2026-07.zim
